,year,artist,track,time,genre,date_enter,date_peak,week,peak_rank,daystopeak
2314,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,8.0,33.0,63 days 00:00:00.000000000
2315,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,8.0,29.0,77 days 00:00:00.000000000
2316,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,8.0,25.0,70 days 00:00:00.000000000
2317,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,8.0,28.0,56 days 00:00:00.000000000
2318,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,8.0,31.0,63 days 00:00:00.000000000
2319,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,8.0,28.0,28 days 00:00:00.000000000
2320,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,8.0,30.0,63 days 00:00:00.000000000
2321,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,8.0,26.0,42 days 00:00:00.000000000
2322,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,8.0,64.0,133 days 00:00:00.000000000
2323,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,8.0,33.0,70 days 00:00:00.000000000
2324,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,8.0,32.0,56 days 00:00:00.000000000
2325,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,8.0,39.0,63 days 00:00:00.000000000
2326,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,8.0,31.0,56 days 00:00:00.000000000
2327,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,8.0,48.0,105 days 00:00:00.000000000
2328,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,8.0,29.0,56 days 00:00:00.000000000
2329,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,8.0,27.0,49 days 00:00:00.000000000
2330,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,8.0,36.0,35 days 00:00:00.000000000
2331,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,8.0,35.0,84 days 00:00:00.000000000
2332,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,8.0,28.0,49 days 00:00:00.000000000
2334,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,8.0,46.0,63 days 00:00:00.000000000
2335,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,8.0,32.0,35 days 00:00:00.000000000
2336,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,8.0,58.0,14 days 00:00:00.000000000
2337,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,8.0,41.0,77 days 00:00:00.000000000
2338,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,8.0,34.0,63 days 00:00:00.000000000
2339,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,8.0,39.0,70 days 00:00:00.000000000
2340,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,8.0,47.0,35 days 00:00:00.000000000
2341,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,8.0,36.0,70 days 00:00:00.000000000
2342,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,8.0,41.0,84 days 00:00:00.000000000
2343,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,8.0,46.0,77 days 00:00:00.000000000
2344,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,8.0,44.0,77 days 00:00:00.000000000
2345,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,8.0,51.0,91 days 00:00:00.000000000
2346,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,8.0,34.0,35 days 00:00:00.000000000
2347,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,8.0,32.0,49 days 00:00:00.000000000
2348,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,8.0,40.0,63 days 00:00:00.000000000
2349,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,8.0,33.0,49 days 00:00:00.000000000
2350,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,8.0,44.0,70 days 00:00:00.000000000
2351,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,8.0,47.0,63 days 00:00:00.000000000
2352,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,8.0,45.0,63 days 00:00:00.000000000
2353,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,8.0,39.0,42 days 00:00:00.000000000
2354,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,8.0,38.0,35 days 00:00:00.000000000
2355,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,8.0,35.0,49 days 00:00:00.000000000
2356,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,8.0,79.0,21 days 00:00:00.000000000
2357,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,8.0,38.0,63 days 00:00:00.000000000
2358,2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,8.0,46.0,42 days 00:00:00.000000000
2359,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,8.0,39.0,42 days 00:00:00.000000000
2360,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,8.0,42.0,70 days 00:00:00.000000000
2361,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,8.0,39.0,70 days 00:00:00.000000000
2362,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,8.0,51.0,91 days 00:00:00.000000000
2363,2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,8.0,55.0,21 days 00:00:00.000000000
2364,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,8.0,38.0,49 days 00:00:00.000000000
2365,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,8.0,58.0,98 days 00:00:00.000000000
2366,2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,8.0,40.0,56 days 00:00:00.000000000
2367,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,8.0,55.0,77 days 00:00:00.000000000
2368,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,8.0,42.0,56 days 00:00:00.000000000
2369,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,8.0,43.0,56 days 00:00:00.000000000
2370,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,8.0,48.0,70 days 00:00:00.000000000
2371,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,8.0,46.0,63 days 00:00:00.000000000
2372,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,8.0,48.0,63 days 00:00:00.000000000
2373,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,8.0,58.0,91 days 00:00:00.000000000
2374,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,8.0,43.0,56 days 00:00:00.000000000
2375,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,8.0,48.0,70 days 00:00:00.000000000
2376,2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,8.0,96.0,210 days 00:00:00.000000000
2377,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,8.0,45.0,56 days 00:00:00.000000000
2378,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,8.0,47.0,63 days 00:00:00.000000000
2379,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,8.0,63.0,98 days 00:00:00.000000000
2380,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,8.0,47.0,42 days 00:00:00.000000000
2381,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,8.0,55.0,70 days 00:00:00.000000000
2382,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,8.0,47.0,56 days 00:00:00.000000000
2383,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,8.0,51.0,35 days 00:00:00.000000000
2384,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,8.0,45.0,49 days 00:00:00.000000000
2385,2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,8.0,45.0,49 days 00:00:00.000000000
2386,2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,8.0,95.0,14 days 00:00:00.000000000
2387,2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,8.0,55.0,35 days 00:00:00.000000000
2388,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,8.0,54.0,70 days 00:00:00.000000000
2389,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,8.0,52.0,35 days 00:00:00.000000000
2390,2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,8.0,48.0,42 days 00:00:00.000000000
2391,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,8.0,69.0,84 days 00:00:00.000000000
2392,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,8.0,60.0,84 days 00:00:00.000000000
2393,2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,8.0,73.0,14 days 00:00:00.000000000
2395,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,8.0,56.0,35 days 00:00:00.000000000
2396,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,8.0,67.0,105 days 00:00:00.000000000
2397,2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,8.0,57.0,28 days 00:00:00.000000000
2398,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,8.0,57.0,77 days 00:00:00.000000000
2399,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,8.0,51.0,49 days 00:00:00.000000000
2400,2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,8.0,59.0,63 days 00:00:00.000000000
2402,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,8.0,58.0,77 days 00:00:00.000000000
2403,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,8.0,52.0,49 days 00:00:00.000000000
2404,2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,8.0,80.0,28 days 00:00:00.000000000
2405,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,8.0,64.0,63 days 00:00:00.000000000
2406,2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,8.0,57.0,42 days 00:00:00.000000000
2407,2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,8.0,58.0,70 days 00:00:00.000000000
2408,2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,8.0,60.0,42 days 00:00:00.000000000
2409,2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,8.0,60.0,70 days 00:00:00.000000000
2410,2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,8.0,59.0,35 days 00:00:00.000000000
2411,2000,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,8.0,92.0,14 days 00:00:00.000000000
2412,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,8.0,59.0,42 days 00:00:00.000000000
2413,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,8.0,74.0,91 days 00:00:00.000000000
2414,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,8.0,58.0,70 days 00:00:00.000000000
2415,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,8.0,60.0,28 days 00:00:00.000000000
2416,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,8.0,56.0,49 days 00:00:00.000000000
2417,2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,8.0,68.0,28 days 00:00:00.000000000
2418,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,8.0,61.0,126 days 00:00:00.000000000
2419,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,8.0,58.0,56 days 00:00:00.000000000
2420,2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,8.0,57.0,49 days 00:00:00.000000000
2421,2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,8.0,66.0,35 days 00:00:00.000000000
2422,2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,8.0,69.0,35 days 00:00:00.000000000
2423,2000,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,8.0,58.0,49 days 00:00:00.000000000
2424,2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,8.0,58.0,42 days 00:00:00.000000000
2425,2000,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,8.0,62.0,35 days 00:00:00.000000000
2426,2000,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,8.0,67.0,21 days 00:00:00.000000000
2427,2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,8.0,81.0,21 days 00:00:00.000000000
2429,2000,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,8.0,60.0,42 days 00:00:00.000000000
2431,2000,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,8.0,86.0,21 days 00:00:00.000000000
2434,2000,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,8.0,71.0,14 days 00:00:00.000000000
2436,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,8.0,86.0,56 days 00:00:00.000000000
2437,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,8.0,87.0,14 days 00:00:00.000000000
2438,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,8.0,67.0,14 days 00:00:00.000000000
2439,2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,8.0,64.0,70 days 00:00:00.000000000
2440,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,8.0,75.0,70 days 00:00:00.000000000
2441,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,8.0,66.0,28 days 00:00:00.000000000
2442,2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,8.0,75.0,42 days 00:00:00.000000000
2443,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,8.0,73.0,28 days 00:00:00.000000000
2444,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,8.0,77.0,21 days 00:00:00.000000000
2445,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,8.0,96.0,14 days 00:00:00.000000000
2446,2000,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,8.0,65.0,49 days 00:00:00.000000000
2447,2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,8.0,70.0,42 days 00:00:00.000000000
2448,2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2000-08-05,8.0,89.0,21 days 00:00:00.000000000
2449,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,8.0,90.0,28 days 00:00:00.000000000
2452,2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,8.0,90.0,28 days 00:00:00.000000000
2453,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,8.0,84.0,77 days 00:00:00.000000000
2454,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,8.0,79.0,35 days 00:00:00.000000000
2456,2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,8.0,89.0,14 days 00:00:00.000000000
2457,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,8.0,80.0,21 days 00:00:00.000000000
2458,2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,8.0,88.0,28 days 00:00:00.000000000
2460,2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,8.0,90.0,14 days 00:00:00.000000000
2461,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,8.0,81.0,63 days 00:00:00.000000000
2463,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,8.0,78.0,7 days 00:00:00.000000000
2464,2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,8.0,81.0,35 days 00:00:00.000000000
2467,2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,8.0,86.0,35 days 00:00:00.000000000
2468,2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,8.0,86.0,35 days 00:00:00.000000000
2470,2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,8.0,78.0,42 days 00:00:00.000000000
2471,2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,8.0,74.0,49 days 00:00:00.000000000
2472,2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,8.0,93.0,28 days 00:00:00.000000000
2473,2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,8.0,95.0,21 days 00:00:00.000000000
2475,2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,8.0,76.0,14 days 00:00:00.000000000
2476,2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,8.0,80.0,77 days 00:00:00.000000000
2480,2000,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,8.0,76.0,42 days 00:00:00.000000000
2481,2000,"Byrd, Tracy",Put Your Hand In Mine,4:30,Country,2000-01-29,2000-02-12,8.0,99.0,14 days 00:00:00.000000000
2482,2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,8.0,81.0,35 days 00:00:00.000000000
2483,2000,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,8.0,78.0,56 days 00:00:00.000000000
2484,2000,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,8.0,82.0,70 days 00:00:00.000000000
2485,2000,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,8.0,97.0,21 days 00:00:00.000000000
2486,2000,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,8.0,93.0,28 days 00:00:00.000000000
2488,2000,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,8.0,82.0,56 days 00:00:00.000000000
2489,2000,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,8.0,91.0,28 days 00:00:00.000000000
2491,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,8.0,88.0,21 days 00:00:00.000000000
2493,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,8.0,80.0,49 days 00:00:00.000000000
2494,2000,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,8.0,84.0,28 days 00:00:00.000000000
2495,2000,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,8.0,82.0,21 days 00:00:00.000000000
2497,2000,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,8.0,87.0,28 days 00:00:00.000000000
2498,2000,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,8.0,97.0,35 days 00:00:00.000000000
2499,2000,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,8.0,87.0,35 days 00:00:00.000000000
2507,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,8.0,92.0,70 days 00:00:00.000000000
2509,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,8.0,96.0,63 days 00:00:00.000000000
2511,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,8.0,97.0,14 days 00:00:00.000000000
2514,2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,8.0,90.0,49 days 00:00:00.000000000
2519,2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,8.0,92.0,49 days 00:00:00.000000000
2536,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,9.0,1.0,56 days 00:00:00.000000000
2537,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,9.0,1.0,56 days 00:00:00.000000000
2538,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,9.0,4.0,98 days 00:00:00.000000000
2539,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,9.0,1.0,35 days 00:00:00.000000000
2540,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,9.0,9.0,70 days 00:00:00.000000000
2541,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,9.0,10.0,70 days 00:00:00.000000000
2542,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,9.0,16.0,84 days 00:00:00.000000000
2543,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,9.0,8.0,84 days 00:00:00.000000000
2544,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,9.0,1.0,49 days 00:00:00.000000000
2545,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,9.0,32.0,273 days 00:00:00.000000000
2546,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,9.0,7.0,84 days 00:00:00.000000000
2547,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,9.0,1.0,49 days 00:00:00.000000000
2548,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,9.0,22.0,175 days 00:00:00.000000000
2549,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,9.0,69.0,182 days 00:00:00.000000000
2550,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,9.0,12.0,91 days 00:00:00.000000000
2551,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,9.0,13.0,84 days 00:00:00.000000000
2552,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,9.0,22.0,70 days 00:00:00.000000000
2553,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,9.0,28.0,168 days 00:00:00.000000000
2554,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,9.0,17.0,105 days 00:00:00.000000000
2555,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,9.0,18.0,91 days 00:00:00.000000000
2556,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,9.0,2.0,49 days 00:00:00.000000000
2557,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,9.0,15.0,98 days 00:00:00.000000000
2558,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,9.0,3.0,42 days 00:00:00.000000000
2559,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,9.0,22.0,98 days 00:00:00.000000000
2560,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,9.0,51.0,217 days 00:00:00.000000000
2561,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,9.0,13.0,112 days 00:00:00.000000000
2562,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,9.0,17.0,77 days 00:00:00.000000000
2563,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,9.0,8.0,126 days 00:00:00.000000000
2564,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,9.0,28.0,182 days 00:00:00.000000000
2565,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,9.0,38.0,112 days 00:00:00.000000000
2566,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,9.0,5.0,77 days 00:00:00.000000000
2567,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,9.0,5.0,49 days 00:00:00.000000000
2568,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,9.0,12.0,105 days 00:00:00.000000000
2569,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,9.0,9.0,91 days 00:00:00.000000000
2570,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,9.0,11.0,91 days 00:00:00.000000000
2571,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,9.0,7.0,42 days 00:00:00.000000000
2572,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,9.0,8.0,91 days 00:00:00.000000000
2573,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,9.0,6.0,63 days 00:00:00.000000000
2574,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,9.0,7.0,63 days 00:00:00.000000000
2575,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,9.0,12.0,77 days 00:00:00.000000000
2576,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,9.0,17.0,77 days 00:00:00.000000000
2577,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,9.0,17.0,112 days 00:00:00.000000000
2578,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,9.0,26.0,77 days 00:00:00.000000000
