psoda,pfries,pentree,wagest,nmgrs,nregs,hrsopen,emp,compown,chain,density,crmrte,state,prpblck,prppov,prpncar,hseval,nstores,income,county,NJ,BK,KFC,RR,ID
1.01,0.84,2.43,4.25,3,2,8,4.5,0,2,370.7,0.0168951,2,0.0023693,0.127441,0.1819918,52200,1,29091,16,0,0,1,0,360
0.95,0.75,0.8,4.25,4,3,15,32.5,0,1,370.7,0.0144537,2,0,0.0849315,0.1234234,66600,2,33696,16,0,1,0,0,361
,,0.52,4.25,3,4,16.5,12.5,0,1,1139,0.0359965,2,0.0145094,0.0637532,0.0758323,74800,2,32161,16,0,1,0,0,362
1.05,1.01,0.94,5,3,5,15,18,0,3,4783.75,0.0104521,2,0.0089542,0.004298,0.0071392,172700,2,59721,20,0,0,0,1,363
1.05,0.9,2.01,5,3,3,16,33,1,3,4520.5,0.0307488,2,0.0103555,0.0429921,0.062506,115700,3,40831,4,0,0,0,1,364
0.97,0.86,0.91,4.5,4,3,19,44.5,0,1,4520.5,0.0307488,2,0.0103555,0.0429921,0.062506,115700,3,40831,4,0,1,0,0,365
0.94,0.73,2.32,5,2,4,10,7,1,2,2856.111,0.006035,2,0.0008917,0.011649,0.0118074,209900,1,66147,4,0,0,1,0,366
0.95,0.79,0.91,4.25,3,3,18,21,0,1,4996.667,0.0248499,2,0.0094937,0.0504995,0.0809199,116300,2,38788,20,0,1,0,0,367
0.95,0.74,2.33,,2,4,10,6.5,1,2,1412.9,0.0107989,2,0.007889,0.024632,0.0480313,174100,2,59286,4,0,0,1,0,368
,,,4.87,3,3,18,12.5,0,1,6546.25,0.0566164,2,0.1215625,0.1088358,0.1377158,86900,2,35537,4,0,1,0,0,369
0.94,0.9,0.94,4.5,3,6,16,15,0,3,1412.9,0.0107989,2,0.0370746,0.0263158,0.056633,144800,1,55759,20,0,0,0,1,370
1.05,1.01,1.11,5,3,6,12.5,12.5,1,3,2946.753,0.0517956,2,0.0544514,0.0502634,0.0707113,117600,3,43570,4,0,0,0,1,371
0.94,0.73,2.53,4.5,3,4,10,5.5,1,2,896.5,0.006035,2,0.0166479,0.0504494,0.0877267,114500,2,46296,4,0,0,1,0,372
1.05,0.91,1.05,4.75,3,5,16,17.25,1,3,1412.9,0.0107989,2,0.0145029,0.0928655,0.0784191,158700,2,54084,20,0,0,0,1,373
1.05,0.91,1.05,4.25,4,5,16,19.5,1,3,1412.9,0.0107989,2,0.0577932,0.0381418,0.0715134,123100,2,48141,20,0,0,0,1,374
0.84,0.84,0.94,4.25,3,3,16.5,21.5,0,1,1412.9,0.0107989,2,0.0577932,0.0381418,0.0715134,123100,2,48141,20,0,1,0,0,375
1.05,0.95,1.16,5,3,3,16,11,1,3,4954,0.0205894,2,0.0092423,0.0341204,0.0585505,131200,2,45772,20,0,0,0,1,376
1.05,0.94,1.16,5,4,5,16,15,1,3,1289.006,0.0198712,2,0.0442396,0.0142377,0.0335069,136400,2,49038,20,0,0,0,1,377
0.97,0.82,0.84,4.75,3,3,16.5,12.5,0,1,5406,0.006035,2,0.0267276,0.0422458,0.0628277,159400,4,51489,4,0,1,0,0,378
1.04,0.88,0.94,5,3,3,18,67.5,0,1,896.5,0.006035,2,0.0523678,0.040337,0.0452868,133100,3,46886,4,0,1,0,0,379
1.05,0.84,0.96,5,5,6,24,18.5,0,1,896.5,0.006035,2,0.0523678,0.040337,0.0452868,133100,3,46886,4,0,1,0,0,380
0.97,0.84,0.91,4.75,4,3,18,17,0,1,896.5,0.006035,2,0.0115231,0.0308797,0.0354898,102500,1,45160,4,0,1,0,0,381
0.73,0.73,2.32,5.25,5,4,10,6,1,2,896.5,0.006035,2,0.0221449,0.0413478,0.0355017,95800,2,40648,4,0,0,1,0,382
1.03,0.84,0.94,4.5,3,4,18,,0,1,896.5,0.006035,2,0.0084763,0.034907,0.0368086,119800,2,46705,4,0,1,0,0,383
0.94,0.8,0.94,4.75,4,2,11.5,16.75,0,4,896.5,0.006035,2,0.0618702,0.0446208,0.0384408,98700,2,43047,4,0,0,0,0,384
1.05,0.9,0.94,4.25,3,4,16,15,1,3,896.5,0.006035,2,,,,,1,,4,0,0,0,1,385
0.97,0.84,0.91,4.75,4,3,16.5,14.5,0,1,1412.9,0.0107989,2,0.1210589,0.0359122,0.0555331,125100,2,45763,20,0,1,0,0,386
1.01,0.91,1.05,4.75,3,6,16.5,12,1,3,3634.487,0.0329994,2,0.1210589,0.0359122,0.0555331,125100,2,45763,20,0,0,0,1,387
0.91,0.84,0.85,4.75,3,2,12,25,1,4,8844,0.0697487,2,0.1855296,0.0707771,0.1661133,96300,6,40370,20,0,0,0,0,388
0.95,0.74,2.53,5.25,3,3,10,13.75,1,2,8844,0.0697487,2,0.1855296,0.0707771,0.1661133,96300,6,40370,20,0,0,1,0,389
0.92,0.72,0.96,5,5,3,18,21.5,0,1,8844,0.0697487,2,0.1855296,0.0707771,0.1661133,96300,6,40370,20,0,1,0,0,390
1.05,0.79,1.01,5,3,5,16,26.5,0,3,2273.39,0.0310892,2,0.1855296,0.0707771,0.1661133,96300,6,40370,20,0,0,0,1,391
0.9,0.69,1.75,5,5,2,12,14,1,4,6171.429,0.0697487,2,0.0393387,0.0237512,0.0369079,142200,3,53087,20,0,0,0,0,392
1.05,1.01,1.05,5,4,5,16,16.25,1,3,13176,0.0697487,2,0.0393387,0.0237512,0.0369079,142200,3,53087,20,0,0,0,1,393
0.94,0.73,2.32,5,1,4,10,8.5,1,2,6171.429,0.0697487,2,0.0055684,0.066641,0.2069127,87200,1,35453,20,0,0,1,0,394
1.13,0.98,1.01,5,3,3,12.5,10.5,0,1,1412.9,0.0107989,2,0.0302522,0.0251859,0.0368119,141400,4,54252,20,0,1,0,0,395
1.11,0.91,0.95,5,2,6,11.5,13,1,3,1412.9,0.0107989,2,0.0302522,0.0251859,0.0368119,141400,4,54252,20,0,0,0,1,396
0.97,0.84,0.94,5.5,3,3,18,25.5,0,1,8844,0.0697487,2,0.0475331,0.0198634,0.0228396,220800,1,70037,20,0,1,0,0,397
0.95,0.94,0.95,5,3,4,18,55,0,1,7379.091,0.0368363,2,0.0568067,0.065327,0.1163294,103000,3,37830,20,0,1,0,0,398
1.05,0.91,0.95,4.5,2,,13,16.5,0,3,4783.75,0.0104521,2,0.0338346,0.0366492,0,196300,1,83379,20,0,0,0,1,399
0.97,1.05,0.91,4.25,3,3,16.5,38.5,0,1,5679.655,0.0324813,2,0.0224585,0.02757,0.0672836,141800,5,51025,20,0,1,0,0,400
1.05,1.01,0.94,5,2,6,14,16.5,0,3,5679.655,0.0324813,2,0.0224585,0.02757,0.0672836,141800,5,51025,20,0,0,0,1,401
0.91,0.84,0.84,4.5,3,2,12,19.5,1,4,5679.655,0.0324813,2,0.0224585,0.02757,0.0672836,141800,5,51025,20,0,0,0,0,402
1.05,0.9,0.73,5,3,,16,17.5,1,3,4098.919,0.0298694,2,0.0346725,0.0077434,0.0254351,102300,1,42298,8,0,0,0,1,403
0.97,0.78,0.99,4.25,4,3,16.5,22,0,1,4098.919,0.0298694,2,0.0392693,0.0364045,0.076106,121600,3,46988,8,0,1,0,0,404
0.95,0.74,2.33,4.5,3,4,10,5.5,1,2,4098.919,0.0298694,2,0.0392693,0.0364045,0.076106,121600,3,46988,8,0,0,1,0,405
1.11,1.05,0.94,4.5,3,2,12.5,10,1,3,1412.9,0.0107989,2,0.0297277,0.0167543,0.0359461,154200,2,54632,20,0,0,0,1,406
0.95,0.74,2.33,4.75,3,4,10,8,1,2,4309.02,0.0257489,2,0.0588402,0.0573621,0.1006929,98200,4,40585,20,0,0,1,0,407
0.97,0.84,0.91,4.25,4,3,18,35,0,1,4309.02,0.0257489,2,0.0588402,0.0573621,0.1006929,98200,4,40585,20,0,1,0,0,408
0.97,0.86,0.89,4.75,4,3,17,18.5,0,1,4309.02,0.0257489,2,0.0588402,0.0573621,0.1006929,98200,4,40585,20,0,1,0,0,409
1.02,0.89,0.9,4.5,3,3,15,29,0,1,452.4,0.0080905,2,0.0010225,0.0251025,0.0713246,118700,2,37477,3,0,1,0,0,410
